ticker,source_etf,country_code,region,section,weight,shares,price,shares_corrected,market_cap_corrected
MBMA,WLS,IJ,,Materials,0.001124,30861.813,630.0,30861813.0,19442942190.0
INKP,WLS,IJ,,Materials,0.001038,2287.223,7850.0,2287223.0,17954700550.0
005290,WLS,KQ,,Materials,0.001031,32.604,46850.0,32604.0,1527497400.0
PTRO,WLS,IJ,,Materials,0.000987,2412.567,7075.0,2412567.0,17068911525.0
KIO,WLS,SJ,,Materials,0.000967,55.08,31522.0,55080.0,1736231760.0
011780,WLS,KP,,Materials,0.000801,10.932,108600.0,10932.0,1187215200.0
348370,WLS,KQ,,Materials,0.000788,17.111,68200.0,17111.0,1166970200.0
357780,WLS,KQ,,Materials,0.000787,4.039,288500.0,4038.9999999999995,1165251499.9999998
051915,WLS,KP,,Materials,0.000732,7.673,141400.0,7673.0,1084962200.0
010060,WLS,KP,,Materials,0.000713,12.209,86500.0,12209.0,1056078500.0
SAP,WLS,SJ,,Materials,0.000664,554.289,2150.0,554289.0,1191721350.0
OMN,WLS,SJ,,Materials,0.000603,144.776,7473.0,144776.0,1081911048.0
NCKL,WLS,IJ,,Materials,0.0006,9055.601,1145.0,9055601.0,10368663145.0
PFGRUPOA,WLS,CX,,Materials,0.000562,199.781,11400.0,199781.0,2277503400.0
INCO,WLS,IJ,,Materials,0.000557,2120.626,4540.0,2120626.0,9627642040.0
SMGR,WLS,IJ,,Materials,0.000491,3276.497,2590.0,3276497.0,8486127230.0
INTP,WLS,IJ,,Materials,0.000465,1306.864,6150.0,1306864.0,8037213600.0
TKIM,WLS,IJ,,Materials,0.000452,1089.487,7175.0,1089487.0,7817069225.0
DEWA,WLS,IJ,,Materials,0.000429,20862.002,356.0,20862002.0,7426872712.0
ADMR,WLS,IJ,,Materials,0.000406,5122.216,1370.0,5122216.0,7017435920.0
TINS,WLS,IJ,,Materials,0.000358,2152.481,2880.0,2152481.0,6199145280.0
AVIA,WLS,IJ,,Materials,0.000343,13874.125,428.0,13874125.0,5938125500.0
NICL,WLS,IJ,,Materials,0.000189,2932.711,1115.0,2932711.0,3269972765.0
ESSA,WLS,IJ,,Materials,0.000185,4634.505,690.0,4634505.0,3197808450.0
CMNT,WLS,IJ,,Materials,9.1e-05,2062.6,765.0,2062600.0,1577889000.0
SHEL,WLS,LN,,Energy,0.206573,5880.751,2757.5,5880751.0,16216170882.5
RELIANCE,WLS,IS,,Energy,0.089154,5967.541,1381.7,5967541.0,8245351399.7
BP/,WLS,LN,,Energy,0.08007,14588.752,430.85,14588752.0,6285563799.200001
5020,WLS,JT,,Energy,0.015291,2621.233,927.9,2621233.0,2432242100.7
1605,WLS,JT,,Energy,0.014653,871.265,2675.0,871265.0,2330633875.0
DSSA,WLS,IJ,,Energy,0.009655,1573.762,106100.0,1573762.0,166976148200.0
MOL,WLS,HB,,Energy,0.003786,483.504,2756.0,483504.0,1332537024.0
267250,WLS,KP,,Energy,0.003747,35.133,158000.0,35133.0,5551014000.0
096770,WLS,KP,,Energy,0.003711,53.37,103000.0,53370.0,5497110000.0
CUAN,WLS,IJ,,Energy,0.002371,16873.758,2430.0,16873758.0,41003231940.0
EXX,WLS,SJ,,Energy,0.002213,230.039,17269.0,230039.0,3972543491.0
UNTR,WLS,IJ,,Energy,0.00209,1412.025,25600.0,1412025.0,36147840000.0
ECOPETL,WLS,CX,,Energy,0.001536,3545.362,1755.0,3545362.0,6222110310.0
010950,WLS,KP,,Energy,0.001483,32.891,66800.0,32891.0,2197118800.0
AADI,WLS,IJ,,Energy,0.001306,2932.946,7700.0,2932946.0,22583684200.0
BUMI,WLS,IJ,,Energy,0.001201,150484.328,138.0,150484328.0,20766837264.0
ENRG,WLS,IJ,,Energy,0.001029,18541.66,960.0,18541660.0,17799993600.0
ADRO,WLS,IJ,,Energy,0.000907,8962.556,1750.0,8962556.0,15684473000.0
TGA,WLS,SJ,,Energy,0.000616,129.307,8558.0,129306.99999999999,1106609305.9999998
PTBA,WLS,IJ,,Energy,0.000539,3918.288,2380.0,3918288.0,9325525440.0
ITMG,WLS,IJ,,Energy,0.000517,392.468,22775.0,392468.0,8938458700.0
RATU,WLS,IJ,,Energy,0.00047,814.563,9975.0,814563.0,8125265925.0
MEDC,WLS,IJ,,Energy,0.000456,5290.876,1490.0,5290876.0,7883405240.0
AKRA,WLS,IJ,,Energy,0.000419,6561.704,1105.0,6561704.0,7250682920.0
RAJA,WLS,IJ,,Energy,0.000261,794.863,5675.0,794863.0,4510847525.0
INDY,WLS,IJ,,Energy,0.000191,1486.572,2220.0,1486572.0,3300189840.0
HRUM,WLS,IJ,,Energy,0.000167,2351.352,1230.0,2351352.0,2892162960.0
TOBA,WLS,IJ,,Energy,0.000143,1822.233,1355.0,1822233.0,2469125715.0
ABMM,WLS,IJ,,Energy,6.7e-05,417.863,2780.0,417863.0,1161659140.0
NG/,WLS,LN,,Utilities,0.067945,4848.837,1100.0,4848837.0,5333720700.0
SSE,WLS,LN,,Utilities,0.025688,1106.143,1823.0,1106143.0,2016498689.0
NTPC,WLS,IS,,Utilities,0.015109,4113.475,339.7,4113475.0000000005,1397347457.5
PWGR,WLS,IS,,Utilities,0.012653,4047.079,289.15,4047079.0,1170212892.85
9503,WLS,JT,,Utilities,0.01264,915.137,2197.0,915137.0,2010555989.0
9531,WLS,JT,,Utilities,0.011223,339.304,5261.0,339304.0,1785078344.0
9532,WLS,JT,,Utilities,0.009955,381.108,4155.0,381108.0,1583503740.0
9502,WLS,JT,,Utilities,0.009467,731.552,2058.5,731552.0,1505899792.0
BREN,WLS,IJ,,Utilities,0.008856,15549.954,9850.0,15549954.0,153167046900.0
9501,WLS,JT,,Utilities,0.007156,1490.839,763.5,1490839.0,1138255576.5
015760,WLS,KP,,Utilities,0.006095,252.563,35750.0,252563.0,9029127250.0
ENLT,WLS,IT,,Utilities,0.003583,108.605,11200.0,108605.0,1216376000.0
ISA,WLS,CX,,Utilities,0.002507,438.623,23160.0,438623.0,10158508680.0
ENELCHIL,WLS,CC,,Utilities,0.001802,24832.393,71.8,24832393.0,1782965817.3999999
ENELAM,WLS,CC,,Utilities,0.001727,19006.521,89.9,19006521.0,1708686237.9
COLBUN,WLS,CC,,Utilities,0.001038,6826.313,150.48,6826313.0,1027223580.2399999
PGAS,WLS,IJ,,Utilities,0.001028,10426.064,1705.0,10426064.0,17776439120.0
036460,WLS,KP,,Utilities,0.000953,36.447,38750.0,36447.0,1412321250.0
PGEO,WLS,IJ,,Utilities,0.000359,4252.411,1460.0,4252411.0,6208520060.0
POWR,WLS,IJ,,Utilities,8.7e-05,2147.414,700.0,2147414.0,1503189800.0
8801,WLS,JT,,Real Estate,0.026374,2598.386,1614.5,2598386.0,4195094197.0
8802,WLS,JT,,Real Estate,0.023362,1122.307,3311.0,1122307.0,3715958477.0
1925,WLS,JT,,Real Estate,0.0186,575.487,5141.0,575487.0,2958578667.0
8830,WLS,JT,,Real Estate,0.013096,315.289,6607.0,315289.0,2083114423.0
8951,WLS,JT,,Real Estate,0.007254,8.361,138000.0,8361.0,1153818000.0
AZRG,WLS,IT,,Real Estate,0.00373,36.544,34660.0,36544.0,1266615040.0
GRT,WLS,SJ,,Real Estate,0.002856,3257.969,1574.0,3257969.0,5128043206.0
MALLPLAZ,WLS,CC,,Real Estate,0.002493,976.69,2525.0,976690.0,2466142250.0
RDF,WLS,SJ,,Real Estate,0.001896,6497.141,524.0,6497141.0,3404501884.0
PARAUCO,WLS,CC,,Real Estate,0.001568,668.422,2321.0,668422.0,1551407462.0
PANI,WLS,IJ,,Real Estate,0.001452,1702.345,14750.0,1702345.0,25109588750.0
VKE,WLS,SJ,,Real Estate,0.001373,1061.321,2322.0,1061321.0,2464387362.0
CBDK,WLS,IJ,,Real Estate,0.001255,3066.895,7075.0,3066895.0,21698282125.0
FFB,WLS,SJ,,Real Estate,0.001232,938.877,2356.0,938877.0,2211994212.0
RES,WLS,SJ,,Real Estate,0.001107,293.154,6779.0,293154.0,1987290966.0
HYP,WLS,SJ,,Real Estate,0.000984,376.81,4687.0,376810.0,1766108470.0
EQU,WLS,SJ,,Real Estate,0.000682,746.583,1640.0,746583.0,1224396120.0
KPIG,WLS,IJ,,Real Estate,0.000586,62178.938,163.0,62178938.0,10135166894.0
CTRA,WLS,IJ,,Real Estate,0.000412,7964.867,895.0,7964867.0,7128555965.0
BSDE,WLS,IJ,,Real Estate,0.000382,6300.076,1050.0,6300076.0,6615079800.0
PWON,WLS,IJ,,Real Estate,0.000317,15070.265,364.0,15070265.0,5485576460.0
SMRA,WLS,IJ,,Real Estate,0.000226,9702.921,402.0,9702921.0,3900574242.0
BKSL,WLS,IJ,,Real Estate,0.000186,21638.336,149.0,21638336.0,3224112064.0
LPKR,WLS,IJ,,Real Estate,0.000184,31853.186,100.0,31853186.0,3185318600.0
DMAS,WLS,IJ,,Real Estate,6.6e-05,8495.361,135.0,8495361.0,1146873735.0
