ticker,source_etf,country_code,region,section,weight,shares,price
9937,WLS,TT,,Consumer Discretionary,0.000142,73.661,61.6
SISB,WLS,TB,,Consumer Discretionary,0.000141,383.493,12.5
ALAMAR,WLS,AB,,Consumer Discretionary,0.000141,10.743,51.15
2431,WLS,HK,,Consumer Discretionary,0.00014,46.219,24.54
5288,WLS,TT,,Consumer Discretionary,0.000138,37.405,117.5
PDSL,WLS,IS,,Consumer Discretionary,0.000138,41.099,310.0
BOROLTD,WLS,IS,,Consumer Discretionary,0.000138,37.034,343.95
KTG,WLS,IS,,Consumer Discretionary,0.000136,66.068,190.51
VGM,WLS,IS,,Consumer Discretionary,0.000133,54.594,224.97
1057,WLS,HK,,Consumer Discretionary,0.000132,216.785,4.95
5306,WLS,TT,,Consumer Discretionary,0.000132,47.441,88.8
8244,WLS,JT,,Consumer Discretionary,0.000132,10.625,1973.0
JUNIPER,WLS,IS,,Consumer Discretionary,0.000131,45.266,267.7
JCHAC,WLS,IS,,Consumer Discretionary,0.000131,7.0,1728.5
HERFY,WLS,AB,,Consumer Discretionary,0.00013,23.088,22.0
PKTM,WLS,AV,,Consumer Discretionary,0.00013,8.44,13.86
SDO,WLS,SJ,,Consumer Discretionary,0.00013,215.127,1083.0
271940,WLS,KP,,Consumer Discretionary,0.000128,10.795,17630.0
MUSTI,WLS,FH,,Consumer Discretionary,0.000126,6.027,18.88
MC,WLS,TB,,Consumer Discretionary,0.000126,379.467,11.3
LUCK,WLS,UN,,Consumer Discretionary,0.000125,13.156,9.93
SDHC,WLS,UN,,Consumer Discretionary,0.000124,8.151,15.83
DOHOME,WLS,TB,,Consumer Discretionary,0.000123,1082.331,3.86
013890,WLS,KP,,Consumer Discretionary,0.000122,11.905,15160.0
ORHD,WLS,EC,,Consumer Discretionary,0.000122,281.52,21.4
VESTL,WLS,TI,,Consumer Discretionary,0.000121,158.087,33.44
8404,WLS,TT,,Consumer Discretionary,0.000121,149.73,25.8
SCH,WLS,AB,,Consumer Discretionary,0.000118,15.865,29.1
8927,WLS,TT,,Consumer Discretionary,0.000117,140.482,26.65
NTHOL,WLS,TI,,Consumer Discretionary,0.000117,119.013,42.74
JTEKT,WLS,IS,,Consumer Discretionary,0.000116,69.306545,155.11
6425,WLS,JT,,Consumer Discretionary,0.000116,19.534,941.0
SIYA,WLS,IS,,Consumer Discretionary,0.000113,14.317,728.6
381970,WLS,KP,,Consumer Discretionary,0.000113,10.803,15440.0
4438,WLS,TT,,Consumer Discretionary,0.000112,52.943142,67.2
003620,WLS,KP,,Consumer Discretionary,0.000108,48.97,3270.0
SUNTK,WLS,TI,,Consumer Discretionary,0.000108,99.889,47.04
CTC,WLS,CT,,Consumer Discretionary,0.000108,0.618,254.51
AUTO,WLS,IJ,,Consumer Discretionary,0.000103,727.78,2450.0
284740,WLS,KP,,Consumer Discretionary,0.000102,5.963,25250.0
LOG,WLS,IS,,Consumer Discretionary,9.9e-05,37.919,241.1
002350,WLS,KP,,Consumer Discretionary,9.8e-05,24.677,5910.0
1571,WLS,HK,,Consumer Discretionary,9.8e-05,203.19,3.93
2729,WLS,TT,,Consumer Discretionary,9.8e-05,16.734876,186.5
SANATHAN,WLS,IS,,Consumer Discretionary,9.8e-05,18.078,500.0
KEKC,WLS,IS,,Consumer Discretionary,9.4e-05,15.836,547.55
2653,WLS,JT,,Consumer Discretionary,9.4e-05,5.231,2845.0
9943,WLS,TT,,Consumer Discretionary,9.2e-05,44.601,65.5
200880,WLS,KP,,Consumer Discretionary,9.1e-05,12.385,10930.0
MOSHI,WLS,TB,,Consumer Discretionary,9e-05,83.716,36.75
2908,WLS,TT,,Consumer Discretionary,8.9e-05,143.262,19.9
8467,WLS,TT,,Consumer Discretionary,8.9e-05,17.434,162.5
2762,WLS,TT,,Consumer Discretionary,8.8e-05,34.256,81.9
ORWE,WLS,EC,,Consumer Discretionary,8.7e-05,193.623,22.35
BL,WLS,MK,,Consumer Discretionary,8.5e-05,1332.183,0.28
ALABDUL,WLS,AB,,Consumer Discretionary,8.5e-05,25.85,12.8
LUX,WLS,IS,,Consumer Discretionary,8.2e-05,5.892,1292.0
VESBE,WLS,TI,,Consumer Discretionary,8.1e-05,362.698,9.73
CANG,WLS,UN,,Consumer Discretionary,7.8e-05,17.588584,4.64
STANLY,WLS,TB,,Consumer Discretionary,7.8e-05,14.587,182.5
031430,WLS,KP,,Consumer Discretionary,7.7e-05,11.498,9900.0
IMAGICAA,WLS,IS,,Consumer Discretionary,7.4e-05,125.349,54.82
DPAL,WLS,IS,,Consumer Discretionary,7.3e-05,4.755,1426.6
KORDS,WLS,TI,,Consumer Discretionary,7.3e-05,56.199,56.6
SSW,WLS,IS,,Consumer Discretionary,7.1e-05,30.041,217.05
BRISA,WLS,TI,,Consumer Discretionary,7e-05,38.872,78.7
105630,WLS,KP,,Consumer Discretionary,7e-05,10.138,10190.0
1274,WLS,HK,,Consumer Discretionary,6.8e-05,71.319,7.69
KSTUR,WLS,TI,,Consumer Discretionary,6.5e-05,0.829,3400.0
2450,WLS,TT,,Consumer Discretionary,6.1e-05,67.53,28.7
007700,WLS,KP,,Consumer Discretionary,5.7e-05,4.619,18370.0
241590,WLS,KP,,Consumer Discretionary,5.7e-05,15.043,5600.0
FORE,WLS,IJ,,Consumer Discretionary,5.5e-05,1880.0,510.0
LLY,WLS,UN,,Health Care,0.697691,850.32,855.35
JNJ,WLS,UN,,Health Care,0.440425,2402.813,191.08
ABBV,WLS,UN,,Health Care,0.390535,1764.794,230.69
UNH,WLS,UN,,Health Care,0.319337,905.38,367.69
NOVN,WLS,SE,,Health Care,0.248636,1962.959,106.44
AZN,WLS,LN,,Health Care,0.245963,1498.859,12882.0
ROG,WLS,SE,,Health Care,0.245148,702.374,293.3
ABT,WLS,UN,,Health Care,0.218615,1709.543,133.31
MRK,WLS,UN,,Health Care,0.209825,2499.836,87.5
TMO,WLS,UN,,Health Care,0.191132,372.652,534.68
NOVOB,WLS,DC,,Health Care,0.188977,3364.181,378.05
AMGN,WLS,UW,,Health Care,0.152085,536.656,295.43
ISRG,WLS,UW,,Health Care,0.151367,355.587,443.76
GILD,WLS,UW,,Health Care,0.139162,1242.691,116.74
BSX,WLS,UN,,Health Care,0.137803,1476.724,97.28
PFE,WLS,UN,,Health Care,0.136646,5643.781,25.24
DHR,WLS,UN,,Health Care,0.128009,652.608,204.48
SYK,WLS,UN,,Health Care,0.123577,347.988,370.2
MDT,WLS,UN,,Health Care,0.118475,1279.859,96.5
SAN,WLS,FP,,Health Care,0.106499,1131.782,84.81
VRTX,WLS,UW,,Health Care,0.10196,256.207,414.86
EL,WLS,FP,,Health Care,0.097242,314.133,279.0
CVS,WLS,UN,,Health Care,0.091417,1241.845,76.74
MCK,WLS,UN,,Health Care,0.089249,122.75,757.96
BMY,WLS,UN,,Health Care,0.087138,2033.094,44.68
GSK,WLS,LN,,Health Care,0.081117,3881.62,1640.5
CI,WLS,UN,,Health Care,0.07813,266.059,306.13
ELV,WLS,UN,,Health Care,0.077115,224.473,358.13
HCA,WLS,UN,,Health Care,0.067737,168.582,418.87
CSL,WLS,AT,,Health Care,0.063132,479.957,209.2
ALNY,WLS,UW,,Health Care,0.056916,129.845,456.95
REGN,WLS,UW,,Health Care,0.056589,103.513,569.9
ZTS,WLS,UN,,Health Care,0.055895,406.369,143.39
COR,WLS,UN,,Health Care,0.055292,183.497,314.12
BDX,WLS,UN,,Health Care,0.051897,286.128,189.08
IDXX,WLS,UW,,Health Care,0.04802,79.618,628.75
7741,WLS,JT,,Health Care,0.046955,342.993,21775.0
ARGX,WLS,BB,,Health Care,0.046697,60.767,692.6
4568,WLS,JT,,Health Care,0.046549,1821.873,4064.0
LONN,WLS,SE,,Health Care,0.044907,70.195,537.6
VEEV,WLS,UN,,Health Care,0.042515,148.493,298.47
EW,WLS,UN,,Health Care,0.041908,581.029,75.19
4502,WLS,JT,,Health Care,0.0391,1473.07,4222.0
HLN,WLS,LN,,Health Care,0.039005,8984.653,340.8
RMD,WLS,UN,,Health Care,0.038787,145.511,277.88
A,WLS,UN,,Health Care,0.03803,282.96,140.11
ALC,WLS,SE,,Health Care,0.035927,499.515,60.44
CAH,WLS,UN,,Health Care,0.035739,236.989,157.21
UCB,WLS,BB,,Health Care,0.034213,120.594,255.7
HUM,WLS,UN,,Health Care,0.033206,119.119,290.6
IQV,WLS,UN,,Health Care,0.03191,163.867,203.0
GEHC,WLS,UW,,Health Care,0.031476,442.103,74.22
6160,WLS,HK,,Health Care,0.030292,1249.32,196.7
4519,WLS,JT,,Health Care,0.030055,639.205,7479.0
BAYN,WLS,GY,,Health Care,0.030019,948.345,28.53
INSM,WLS,UW,,Health Care,0.029578,187.557,164.4
SDZ,WLS,SE,,Health Care,0.025685,438.87,49.18
MTD,WLS,UN,,Health Care,0.025657,20.455,1307.5699
DXCM,WLS,UW,,Health Care,0.025433,389.447,68.08
STE,WLS,UN,,Health Care,0.022514,98.028,239.42
LH,WLS,UN,,Health Care,0.022217,83.379,277.78
4543,WLS,JT,,Health Care,0.022153,1412.577,2494.5
FRE,WLS,GY,,Health Care,0.021878,411.395,47.93
PODD,WLS,UW,,Health Care,0.021507,69.982,320.38
NTRA,WLS,UW,,Health Care,0.021474,129.36,173.055
4578,WLS,JT,,Health Care,0.021453,420.915,8107.0
TEVA,WLS,IT,,Health Care,0.02133,1084.021,6681.0
PHIA,WLS,NA,,Health Care,0.021116,779.356,24.42
BIIB,WLS,UW,,Health Care,0.020992,146.273,149.61
DGX,WLS,UN,,Health Care,0.019377,111.331,181.44
UTHR,WLS,UW,,Health Care,0.018997,44.464,445.38
WAT,WLS,UN,,Health Care,0.018813,59.35,330.45
GMAB,WLS,DC,,Health Care,0.018518,60.823,2049.0
ZBH,WLS,UN,,Health Care,0.018452,197.551,97.37
SUNP,WLS,IS,,Health Care,0.018224,1008.71,1670.9
4503,WLS,JT,,Health Care,0.018192,1785.103,1621.0
WST,WLS,UN,,Health Care,0.018076,71.49,263.58
CNC,WLS,UN,,Health Care,0.017662,486.715,37.83
MRK,WLS,GY,,Health Care,0.017143,129.242,119.55
2269,WLS,HK,,Health Care,0.016479,3530.958,37.86
600276,WLS,C1,,Health Care,0.016404,1786.120636,68.2
1801,WLS,HK,,Health Care,0.016383,1414.682,93.95
THC,WLS,UN,,Health Care,0.016147,86.387,194.85
SHL,WLS,GY,,Health Care,0.015952,295.894,48.59
GALD,WLS,SE,,Health Care,0.015898,92.007,145.2
068270,WLS,KP,,Health Care,0.015758,134.476,173600.0
SN/,WLS,LN,,Health Care,0.015006,874.847,1346.5
HOLX,WLS,UW,,Health Care,0.014451,219.546,68.62
ILMN,WLS,UW,,Health Care,0.014229,153.795,96.45
ICLR,WLS,UW,,Health Care,0.013908,77.241,187.71
COO,WLS,UW,,Health Care,0.01324,197.877,69.75
4507,WLS,JT,,Health Care,0.013187,844.437,2484.0
INCY,WLS,UW,,Health Care,0.01316,161.874,84.75
7733,WLS,JT,,Health Care,0.013007,1117.696,1851.0
SOON,WLS,SE,,Health Care,0.012983,49.079,222.3
NBIX,WLS,UW,,Health Care,0.012979,97.711,138.47
RPRX,WLS,UW,,Health Care,0.012754,367.892,36.14
EHC,WLS,UN,,Health Care,0.01174,99.372,123.16
FPH,WLS,NZ,,Health Care,0.011692,584.519,36.25
COH,WLS,AT,,Health Care,0.011615,65.061,283.94
STMN,WLS,SE,,Health Care,0.011397,107.419,89.16
COLOB,WLS,DC,,Health Care,0.011304,133.09,571.6
VTRS,WLS,UW,,Health Care,0.011177,1166.354,9.99
MEDP,WLS,UW,,Health Care,0.011067,22.242,518.69
300760,WLS,C2,,Health Care,0.011064,339.483589,242.0
BAX,WLS,UN,,Health Care,0.011029,510.759,22.51
FME,WLS,GY,,Health Care,0.011011,209.633,47.34
RO,WLS,SE,,Health Care,0.010651,29.021,308.4
EXAS,WLS,UR,,Health Care,0.010499,184.076,59.46
IONS,WLS,UW,,Health Care,0.010412,154.463,70.27
UHS,WLS,UN,,Health Care,0.01041,53.828,201.6
RVTY,WLS,UN,,Health Care,0.010316,117.329,91.66
MOH,WLS,UN,,Health Care,0.010296,53.568,200.36
SIG,WLS,AT,,Health Care,0.010288,5417.955,3.02
PME,WLS,AT,,Health Care,0.010203,53.106,305.55
QGEN,WLS,UN,,Health Care,0.010026,222.717,46.93
HIMS,WLS,UN,,Health Care,0.00988,176.817,58.25
603259,WLS,C1,,Health Care,0.009813,695.839497,104.72
BMRN,WLS,UW,,Health Care,0.009801,189.732,53.85
TEM,WLS,UW,,Health Care,0.009654,101.368,99.28
1093,WLS,HK,,Health Care,0.009651,8215.502,9.53
EXEL,WLS,UW,,Health Care,0.009555,258.246,38.57
CIPLA,WLS,IS,,Health Care,0.009548,565.387,1561.8
ENSG,WLS,UW,,Health Care,0.009537,56.514,175.93
SOLV,WLS,UN,,Health Care,0.009537,138.472,71.8
PEN,WLS,UN,,Health Care,0.009483,37.819,261.39
ELAN,WLS,UN,,Health Care,0.009434,490.024,20.07
1177,WLS,HK,,Health Care,0.009333,9706.934,7.8
196170,WLS,KQ,,Health Care,0.00929,29.854,461000.0
MRNA,WLS,UW,,Health Care,0.009108,344.892,27.53
207940,WLS,KP,,Health Care,0.009091,13.282,1014000.0
TECH,WLS,UW,,Health Care,0.008909,155.056,59.9
ALGN,WLS,UW,,Health Care,0.008838,69.863,131.87
BBIO,WLS,UW,,Health Care,0.008785,167.154,54.79
9926,WLS,HK,,Health Care,0.008622,546.471,128.0
MAXHEALT,WLS,IS,,Health Care,0.008532,682.375,1156.4
AVTR,WLS,UN,,Health Care,0.00847,652.108,13.54
DOCS,WLS,UN,,Health Care,0.008375,120.306,72.57
ERF,WLS,FP,,Health Care,0.008306,119.011,62.9
ORNBV,WLS,FH,,Health Care,0.008028,104.935,68.95
CRL,WLS,UN,,Health Care,0.008004,48.471,172.14
RVMD,WLS,UW,,Health Care,0.007857,172.02,47.615
4523,WLS,JT,,Health Care,0.007852,270.864,4611.0
JAZZ,WLS,UW,,Health Care,0.007733,58.349,138.15
CORT,WLS,UR,,Health Care,0.007675,90.553,88.36
APHS,WLS,IS,,Health Care,0.007642,92.018,7681.0
DIVI,WLS,IS,,Health Care,0.00764,109.126,6474.5
HALO,WLS,UW,,Health Care,0.007606,121.775,65.11
RGEN,WLS,UW,,Health Care,0.007573,53.05,148.81
MDGL,WLS,UW,,Health Care,0.007517,18.295,428.3
HQY,WLS,UW,,Health Care,0.007507,84.349,92.78
GH,WLS,UW,,Health Care,0.007453,119.054,65.26
RDOR3,WLS,BS,,Health Care,0.007418,1042.544,39.79
DRRD,WLS,IS,,Health Care,0.007404,541.545,1264.4
SULAIMAN,WLS,AB,,Health Care,0.007226,102.007,277.0
MASI,WLS,UW,,Health Care,0.007218,49.986,150.53
CYTK,WLS,UW,,Health Care,0.006851,118.428,60.31
ROIV,WLS,UW,,Health Care,0.006739,435.784,16.12
MRUS,WLS,UQ,,Health Care,0.006635,73.129,94.58
SHL,WLS,AT,,Health Care,0.006577,484.915,21.57
BDMS,WLS,TB,,Health Care,0.006463,10911.292,20.2
HSIC,WLS,UW,,Health Care,0.006449,104.114,64.57
GMED,WLS,UN,,Health Care,0.006411,112.114,59.61
SRT3,WLS,GY,,Health Care,0.006389,26.957,213.6
REC,WLS,IM,,Health Care,0.006302,108.094,52.55
RYTM,WLS,UQ,,Health Care,0.006287,65.404,100.21
DIM,WLS,FP,,Health Care,0.006187,29.286,190.4
SOBI,WLS,SS,,Health Care,0.006057,198.646,302.6
6919,WLS,TT,,Health Care,0.005972,1244.381,153.0
CHE,WLS,UN,,Health Care,0.00596,14.403,431.41
CRSP,WLS,UQ,,Health Care,0.005954,82.852,74.92
2413,WLS,JT,,Health Care,0.005883,407.988,2293.5
1530,WLS,HK,,Health Care,0.005618,1621.843,28.1
RNA,WLS,UQ,,Health Care,0.005569,114.348,50.77
FORH,WLS,IS,,Health Care,0.005368,468.256,1060.3
6869,WLS,JT,,Health Care,0.00536,452.799,1883.0
BIO,WLS,UN,,Health Care,0.005342,18.524,300.63
BIM,WLS,FP,,Health Care,0.005327,41.603,115.4
IRTC,WLS,UW,,Health Care,0.005291,31.24,176.56
GALE,WLS,SE,,Health Care,0.00527,49.841,88.85
TFX,WLS,UN,,Health Care,0.005263,43.999,124.7
LPC,WLS,IS,,Health Care,0.005133,242.272,1959.3
CTEC,WLS,LN,,Health Care,0.005081,1652.373,241.4
ABVX,WLS,FP,,Health Care,0.005079,56.8,80.6
3692,WLS,HK,,Health Care,0.005025,1125.491,36.22
PCVX,WLS,UW,,Health Care,0.004942,122.689,41.99
PTCT,WLS,UW,,Health Care,0.004934,77.926,66.01
ALKS,WLS,UW,,Health Care,0.004887,162.341,31.38
688271,WLS,C1,,Health Care,0.00486,230.764237,156.4
ZEAL,WLS,DC,,Health Care,0.004849,64.549,505.6
RDNT,WLS,UQ,,Health Care,0.00482,68.981,72.84
TGTX,WLS,UR,,Health Care,0.004802,143.143,34.97
AXSM,WLS,UQ,,Health Care,0.004765,40.54,122.52
6446,WLS,TT,,Health Care,0.004752,282.654017,536.0
2228,WLS,HK,,Health Care,0.004741,3338.563,11.52
KRYS,WLS,UW,,Health Care,0.004636,25.606,188.76
GKOS,WLS,UN,,Health Care,0.004593,55.017,87.02
DVA,WLS,UN,,Health Care,0.004584,37.813,126.38
ACLX,WLS,UW,,Health Care,0.004563,53.819,88.39
MMSI,WLS,UW,,Health Care,0.004561,57.65,82.48
IPN,WLS,FP,,Health Care,0.004557,34.838,117.9
4528,WLS,JT,,Health Care,0.004491,395.626,1805.5
600436,WLS,C1,,Health Care,0.004459,168.928819,196.0
300015,WLS,C2,,Health Care,0.004452,2611.111068,12.66
PUREHEAL,WLS,DH,,Health Care,0.004325,5893.333,2.81
IHH,WLS,MK,,Health Care,0.004238,2335.27,7.99
087010,WLS,KQ,,Health Care,0.004233,21.296,294500.0
GRF,WLS,SQ,,Health Care,0.004192,314.589,12.01
ALKB,WLS,DC,,Health Care,0.004168,131.436,213.4
ARWR,WLS,UW,,Health Care,0.004155,120.123,36.06
OPCH,WLS,UW,,Health Care,0.00415,161.446,26.8
RICHT,WLS,HB,,Health Care,0.004149,139.322,10480.0
GETIB,WLS,SS,,Health Care,0.004067,189.645,212.8
TRP,WLS,IS,,Health Care,0.004061,106.315,3532.8
CRNX,WLS,UW,,Health Care,0.004015,91.466,45.76
AKRO,WLS,UW,,Health Care,0.003995,77.016,54.08
000100,WLS,KP,,Health Care,0.003967,48.692,120700.0
PTGX,WLS,UQ,,Health Care,0.003922,60.982,67.04
NUVL,WLS,UW,,Health Care,0.003896,46.151,88.0
000538,WLS,C2,,Health Care,0.003857,499.593528,57.33
CSH-U,WLS,CT,,Health Care,0.003853,286.796,19.63
2359,WLS,HK,,Health Care,0.003683,265.794,112.4
RHC,WLS,AT,,Health Care,0.003672,181.033,32.26
BH,WLS,TB,,Health Care,0.003648,708.815,175.5
BRKR,WLS,UW,,Health Care,0.003549,102.956,35.93
VKTX,WLS,UR,,Health Care,0.003546,105.674,34.98
TMDX,WLS,UQ,,Health Care,0.003536,32.631,112.98
SECTB,WLS,SS,,Health Care,0.003519,113.676,307.2
ITGR,WLS,UN,,Health Care,0.00343,34.58,103.4
9688,WLS,HK,,Health Care,0.003409,1089.605,25.38
4151,WLS,JT,,Health Care,0.003402,233.336,2319.0
LNTH,WLS,UQ,,Health Care,0.003393,67.519,52.39
WAY,WLS,UW,,Health Care,0.003371,93.878,37.43
SFZN,WLS,SE,,Health Care,0.003353,34.786,81.0
LGND,WLS,UQ,,Health Care,0.003275,18.726,182.32
ADMA,WLS,UQ,,Health Care,0.003259,230.462,14.74
LAURUS,WLS,IS,,Health Care,0.003255,343.359,876.75
NVST,WLS,UN,,Health Care,0.003245,167.529,20.19
ARBP,WLS,IS,,Health Care,0.003235,264.697,1130.3
ASKER,WLS,SS,,Health Care,0.003229,370.201,86.56
4536,WLS,JT,,Health Care,0.003202,324.209,1571.0
KYMR,WLS,UQ,,Health Care,0.003174,58.037,57.02
MTSR,WLS,UW,,Health Care,0.003161,62.656,52.6
SRRK,WLS,UW,,Health Care,0.003154,80.201,40.99
HIK,WLS,LN,,Health Care,0.00315,133.284,1855.0
EBO,WLS,NZ,,Health Care,0.00312,191.179,29.58
7747,WLS,JT,,Health Care,0.003081,207.681,2360.0
028300,WLS,KQ,,Health Care,0.003036,121.556,37000.0
MANKIND,WLS,IS,,Health Care,0.002999,112.768,2459.8999
GNP,WLS,IS,,Health Care,0.002998,142.989,1939.3
ANN,WLS,AT,,Health Care,0.002998,144.8,32.93
MIRM,WLS,UQ,,Health Care,0.00296,41.801,73.82
QURE,WLS,UW,,Health Care,0.002958,48.449,63.65
PBH,WLS,UN,,Health Care,0.002927,48.597,62.79
SLNO,WLS,UR,,Health Care,0.002926,46.526,65.56
688506,WLS,C1,,Health Care,0.002895,59.839,359.3
7459,WLS,JT,,Health Care,0.002863,180.339,2525.5
1099,WLS,HK,,Health Care,0.002844,1221.848,18.88
PRGO,WLS,UN,,Health Care,0.002828,136.816,21.55
6990,WLS,HK,,Health Care,0.002808,46.629,488.6
2268,WLS,HK,,Health Care,0.002802,316.353,71.85
EMEIS,WLS,FP,,Health Care,0.00279,161.421,15.58
DEMANT,WLS,DC,,Health Care,0.00278,81.475,229.6
000963,WLS,C2,,Health Care,0.002731,491.141574,41.29
AMBUB,WLS,DC,,Health Care,0.002722,177.196,103.4
RARE,WLS,UW,,Health Care,0.002713,89.318,31.66
LIVN,WLS,UW,,Health Care,0.002707,54.148,52.11
BTSG,WLS,UW,,Health Care,0.002657,96.338,28.75
APLS,WLS,UW,,Health Care,0.002657,107.645,25.73
CGON,WLS,UW,,Health Care,0.002627,61.598,44.46
TARS,WLS,UW,,Health Care,0.00262,38.814,70.38
ICUI,WLS,UW,,Health Care,0.002594,23.136,116.89
VCYT,WLS,UQ,,Health Care,0.002576,76.884,34.93
9606,WLS,HK,,Health Care,0.002572,70.777,294.8
TLX,WLS,AT,,Health Care,0.002553,268.759,15.11
PRVA,WLS,UW,,Health Care,0.002542,109.513,24.2
SUPN,WLS,UQ,,Health Care,0.002542,53.514,49.51
SMMT,WLS,UQ,,Health Care,0.002522,116.093,22.65
BEAM,WLS,UW,,Health Care,0.00251,93.872,27.87
CAMX,WLS,SS,,Health Care,0.002491,35.385,698.5
NTLA,WLS,UQ,,Health Care,0.002477,101.437,25.46
CON,WLS,UN,,Health Care,0.002476,123.665,20.87
OGN,WLS,UN,,Health Care,0.002464,258.971,9.92
ALKEM,WLS,IS,,Health Care,0.002461,41.726,5454.5
ACAD,WLS,UW,,Health Care,0.002445,123.572,20.63
FOLD,WLS,UQ,,Health Care,0.002409,303.693,8.27
COGT,WLS,UW,,Health Care,0.002403,154.756,16.19
141080,WLS,KQ,,Health Care,0.002401,23.618,150600.0
NAMS,WLS,UQ,,Health Care,0.002392,75.538,33.005
BAVA,WLS,DC,,Health Care,0.00238,68.808,232.8
002294,WLS,C2,,Health Care,0.002367,312.148631,56.3
600196,WLS,C1,,Health Care,0.002345,593.176872,29.35
AGIO,WLS,UW,,Health Care,0.002317,56.929,42.43
TECN,WLS,SE,,Health Care,0.002317,12.792,152.2
SHC,WLS,UW,,Health Care,0.002313,152.802,15.78
XRAY,WLS,UW,,Health Care,0.002307,196.832,12.22
1276,WLS,HK,,Health Care,0.00229,220.372,84.3
CPRX,WLS,UR,,Health Care,0.002285,114.389,20.82
HAE,WLS,UN,,Health Care,0.002277,47.331,50.15
ALHC,WLS,UW,,Health Care,0.002258,134.098,17.55
RXRX,WLS,UW,,Health Care,0.002253,397.434,5.91
298380,WLS,KQ,,Health Care,0.002253,35.546,93900.0
INSP,WLS,UN,,Health Care,0.002235,29.076,80.14
ZYDUSLIF,WLS,IS,,Health Care,0.002203,205.087,993.45
TLRY,WLS,UW,,Health Care,0.00219,1087.035,2.1
2784,WLS,JT,,Health Care,0.002184,163.952,2119.0
TVTX,WLS,UQ,,Health Care,0.002183,87.283,26.07
ADPT,WLS,UW,,Health Care,0.002172,144.7,15.65
IDYA,WLS,UW,,Health Care,0.002168,84.376,26.79
PINC,WLS,UW,,Health Care,0.002159,80.684,27.89
000250,WLS,KQ,,Health Care,0.002149,15.235,209000.0
ACHC,WLS,UW,,Health Care,0.002149,88.966,25.18
WGS,WLS,UW,,Health Care,0.002137,17.565,126.81
002422,WLS,C2,,Health Care,0.002133,447.454944,35.4
ARQT,WLS,UW,,Health Care,0.002125,106.974,20.71
BANB,WLS,SE,,Health Care,0.002125,31.275,57.1
9987,WLS,JT,,Health Care,0.002102,57.411,5823.0
000661,WLS,C2,,Health Care,0.002097,114.222508,136.3
MSB,WLS,AT,,Health Care,0.002095,1152.687,2.89
214450,WLS,KQ,,Health Care,0.002089,5.711,542000.0
AMP,WLS,IM,,Health Care,0.002087,124.061,15.165
SRPT,WLS,UW,,Health Care,0.002082,93.832,23.13
300765,WLS,C2,,Health Care,0.002079,350.945,44.0
4506,WLS,JT,,Health Care,0.002058,179.268,1826.0
867,WLS,HK,,Health Care,0.002055,1197.455,13.92
ETNB,WLS,UQ,,Health Care,0.002052,143.877,14.87
300896,WLS,C2,,Health Care,0.002052,84.725777,179.84
GNS,WLS,LN,,Health Care,0.00205,62.61,2570.0
APGE,WLS,UQ,,Health Care,0.002049,40.142,53.21
GRAL,WLS,UW,,Health Care,0.002034,29.811,71.13
CRVL,WLS,UW,,Health Care,0.002024,28.851,73.14
IPCA,WLS,IS,,Health Care,0.002021,140.084,1334.5
HAPV3,WLS,BS,,Health Care,0.001996,311.229,35.87
1548,WLS,HK,,Health Care,0.001982,960.059,16.75
CDTX,WLS,UR,,Health Care,0.001982,18.653,110.76
BIOS,WLS,IS,,Health Care,0.001977,517.392,353.45
9995,WLS,HK,,Health Care,0.001969,171.086,93.35
ADUS,WLS,UW,,Health Care,0.001966,17.922,114.38
KIMS,WLS,IS,,Health Care,0.001954,258.002,700.6
BKD,WLS,UN,,Health Care,0.001942,227.948,8.88
601607,WLS,C1,,Health Care,0.001932,781.000951,18.37
603392,WLS,C1,,Health Care,0.001918,247.45,57.56
DIA,WLS,IM,,Health Care,0.001915,22.275,77.5
3933,WLS,HK,,Health Care,0.0019,1121.74,13.74
300832,WLS,C2,,Health Care,0.001897,220.001261,64.04
APN,WLS,SJ,,Health Care,0.00189,343.77,9871.0
300122,WLS,C2,,Health Care,0.001887,670.26113,20.91
1952,WLS,HK,,Health Care,0.001884,287.328,53.2
ALIFB,WLS,SS,,Health Care,0.001873,100.063,185.8
1066,WLS,HK,,Health Care,0.001858,2529.391,5.96
PIRPHARM,WLS,IS,,Health Care,0.001851,848.624,201.69
300759,WLS,C2,,Health Care,0.001842,413.464352,33.08
000999,WLS,C2,,Health Care,0.001829,467.484721,29.05
HLUNB,WLS,DC,,Health Care,0.001829,270.141,45.56
2162,WLS,HK,,Health Care,0.001824,210.083,70.45
ASTERDM,WLS,IS,,Health Care,0.001814,244.708,685.55
6849,WLS,JT,,Health Care,0.001813,159.762,1805.0
MEDANTA,WLS,IS,,Health Care,0.001813,124.248,1349.4
QDEL,WLS,UW,,Health Care,0.001801,66.907,28.06
EKTAB,WLS,SS,,Health Care,0.001788,360.229,49.26
AFX,WLS,GY,,Health Care,0.001788,36.671,43.94
600085,WLS,C1,,Health Care,0.001787,384.011673,34.56
DYN,WLS,UW,,Health Care,0.001776,126.143,14.68
688578,WLS,C1,,Health Care,0.001766,126.0,104.08
DNLI,WLS,UW,,Health Care,0.001757,113.285,16.17
CLDX,WLS,UR,,Health Care,0.001749,66.209,27.54
002653,WLS,C2,,Health Care,0.001749,251.664,51.61
MOUWASAT,WLS,AB,,Health Care,0.001747,90.765,75.25
